Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km)
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,21.8,15.3,18.8,310.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AM6,11.9,8.3,10.3,170.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AS6,12.1,8.6,10.5,175.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,12.3,8.9,10.8,179.0
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6.0,AS6,23.1,18.6,21.0,345.0
FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,17.6,11.6,14.9,248.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,18.7,13.3,16.3,271.0
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.1,11.8,14.2,233.0
FORD,TRANSIT CONNECT WAGON FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.8,12.0,14.6,240.0
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.8,12.0,14.6,240.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,19.3,14.4,17.1,284.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,19.9,14.0,17.2,286.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,20.3,15.3,18.1,301.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,20.5,14.4,17.8,295.0
GMC,TERRAIN FFV,SUV - SMALL,2.4,4.0,A6,15.6,10.8,13.4,221.0
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,20.5,14.0,17.6,288.0
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,20.9,14.5,18.0,300.0
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,20.5,14.0,17.6,288.0
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.2,15.3,19.1,317.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,15.2,10.2,12.9,213.0
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4.0,A9,15.9,11.0,13.7,226.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,14.2,9.9,12.2,201.0
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4.0,AS7,13.1,9.8,11.6,198.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,19.4,13.6,16.8,279.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,20.5,14.5,17.8,296.0
CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4.0,A6,15.6,11.0,13.6,223.0
CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4.0,A6,16.3,11.8,14.2,234.0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,17.0,11.7,14.6,240.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,19.3,14.3,17.1,284.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,19.7,13.9,17.1,284.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,20.2,15.2,18.0,294.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,20.7,14.4,17.9,315.0
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,20.0,13.5,17.1,284.0
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.1,15.4,19.1,317.0
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,20.0,13.5,17.1,284.0
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8.0,A6,20.8,14.5,18.0,299.0
CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,13.9,8.9,11.7,192.0
CHRYSLER,200 FFV,MID-SIZE,3.6,6.0,A9,16.8,10.4,13.9,230.0
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6.0,A9,17.1,11.1,14.4,237.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,19.4,13.3,16.7,274.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,19.1,13.2,16.4,274.0
FORD,ESCAPE FFV,SUV - SMALL,2.5,4.0,AS6,15.2,10.8,13.3,219.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,18.7,12.9,16.1,264.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,19.6,14.2,17.2,284.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.5,6.0,A6,17.9,13.2,15.8,258.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,20.5,14.3,17.7,291.0
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,20.5,14.3,17.7,291.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6.0,A6,19.0,14.3,16.9,281.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,21.5,15.1,18.6,305.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,21.5,15.1,18.6,306.0
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS6,22.2,16.5,19.6,326.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AM6,12.2,8.8,10.6,177.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,AS6,12.4,9.1,10.9,182.0
FORD,FOCUS FFV,COMPACT,2.0,4.0,M5,12.9,9.5,11.4,188.0
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6.0,AS6,23.0,18.5,20.9,343.0
FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,17.6,11.7,15.0,249.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,18.7,13.4,16.3,271.0
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.1,11.9,14.2,234.0
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.8,12.1,14.7,242.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,19.3,14.3,17.1,284.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,19.7,13.9,17.1,284.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,20.3,15.2,18.0,294.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,20.7,14.4,17.9,317.0
GMC,TERRAIN FFV,SUV - SMALL,2.4,4.0,A6,15.6,11.0,13.6,223.0
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,20.0,13.5,17.1,284.0
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,20.8,14.5,18.0,299.0
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,20.0,13.5,17.1,284.0
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.1,15.4,19.1,317.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,14.4,10.2,12.5,206.0
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4.0,AS7,13.6,10.0,12.0,128.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,19.7,13.8,17.0,283.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,20.7,14.7,18.0,300.0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,17.2,11.6,14.6,245.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,19.3,14.4,17.1,284.0
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,19.7,13.9,17.1,283.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,20.2,15.2,18.0,296.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,21.0,15.0,18.3,309.0
CHEVROLET,SUBURBAN FFV,SUV - STANDARD,5.3,8.0,A6,19.8,13.9,17.2,285.0
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.3,15.7,19.3,321.0
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8.0,A6,19.8,13.9,17.2,285.0
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8.0,A6,20.8,14.5,18.0,299.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,17.1,10.6,14.2,234.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A5,18.9,12.7,16.1,268.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6.0,A8,17.1,10.6,14.2,234.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6.0,A6,19.4,13.3,16.7,274.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6.0,A6,19.1,13.2,16.4,274.0
FORD,ESCAPE FFV,SUV - SMALL,2.5,4.0,AS6,15.2,10.9,13.3,219.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6.0,AS6,18.7,13.0,16.2,269.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6.0,AS6,19.7,14.3,17.3,288.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,16.8,12.7,14.9,248.0
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,16.8,12.7,14.9,248.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.2,14.0,17.4,288.0
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.2,14.0,17.4,288.0
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.3,14.0,17.4,288.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,17.6,13.7,15.8,263.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,17.5,13.7,15.8,262.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.0,15.6,18.0,300.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.0,15.6,18.0,300.0
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,21.4,17.2,19.5,325.0
FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,17.6,11.7,15.0,249.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,18.7,13.4,16.3,271.0
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.2,11.9,14.3,234.0
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,16.8,12.1,14.7,241.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,19.3,14.4,17.1,284.0
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,19.7,13.9,17.0,283.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,20.2,15.2,18.0,296.0
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,21.0,15.0,18.3,309.0
GMC,YUKON FFV,SUV - STANDARD,5.3,8.0,A6,19.8,13.9,17.2,285.0
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8.0,A6,20.8,14.5,18.0,299.0
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8.0,A6,19.8,13.9,17.2,285.0
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.3,15.7,19.3,321.0
JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4.0,A9,15.5,10.5,13.3,218.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4.0,A9,16.3,11.3,14.0,231.0
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4.0,A9,14.4,10.2,12.5,206.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,19.7,13.8,17.0,283.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,20.7,14.7,18.0,300.0
CHEVROLET,Impala,FULL-SIZE,3.6,6.0,AS6,17.2,11.6,14.6,245.0
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,21.1,15.0,18.4,306.0
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,22.0,16.1,19.3,322.0
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.2,15.2,19.0,317.0
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8.0,A6,21.7,14.3,18.4,305.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,17.1,10.6,14.2,234.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,Charger FFV,FULL-SIZE,3.6,6.0,A5,18.9,12.7,16.1,268.0
DODGE,Charger FFV,FULL-SIZE,3.6,6.0,A8,17.1,10.6,14.2,234.0
DODGE,Charger AWD FFV,FULL-SIZE,3.6,6.0,A8,17.6,12.0,15.0,248.0
DODGE,Grand Caravan FFV,MINIVAN,3.6,6.0,A6,19.4,13.3,16.7,274.0
DODGE,Journey FFV,SUV - SMALL,3.6,6.0,A6,19.1,13.2,16.4,274.0
FORD,Escape FFV,SUV - SMALL,2.5,4.0,AS6,15.0,10.8,13.1,218.0
FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6.0,AS6,19.8,14.3,17.3,288.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,16.7,12.6,14.9,247.0
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,16.7,12.6,14.9,247.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.3,14.0,17.4,290.0
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.3,14.0,17.5,290.0
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.4,14.0,17.5,291.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,17.5,13.8,15.8,263.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,17.5,13.7,15.8,263.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.0,15.6,18.0,300.0
FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.0,15.6,18.0,300.0
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,21.3,17.2,19.5,323.0
FORD,Taurus FFV,FULL-SIZE,3.5,6.0,AS6,17.8,12.1,15.2,254.0
FORD,Taurus FFV AWD,FULL-SIZE,3.5,6.0,AS6,18.5,13.0,16.0,267.0
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,13.3,11.8,12.6,209.0
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,13.7,11.1,12.5,208.0
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,21.1,15.0,18.4,306.0
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,22.0,16.1,19.4,323.0
GMC,Yukon FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8.0,A6,21.7,14.3,18.4,305.0
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.2,15.2,19.0,317.0
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,19.7,13.8,17.0,283.0
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,A8,20.7,14.7,18.0,300.0
CHEVROLET,Impala,FULL-SIZE,3.6,6.0,AS6,17.2,11.6,14.7,246.0
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,22.2,16.2,19.5,326.0
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,22.3,18.1,20.5,342.0
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.2,15.3,19.1,319.0
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8.0,A6,21.7,14.3,18.4,305.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,16.6,12.6,14.8,245.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.0,14.8,17.6,293.0
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.0,14.9,17.7,294.0
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,19.9,15.8,18.0,300.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,17.6,13.8,15.9,265.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,20.3,14.7,17.8,296.0
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6.0,AS10,21.5,16.2,19.1,316.0
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6.0,AS10,22.1,16.8,19.8,328.0
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,13.3,11.8,12.6,209.0
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,13.7,11.1,12.5,208.0
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,22.2,16.2,19.5,326.0
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8.0,A6,21.8,16.8,19.5,325.0
GMC,Yukon FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8.0,A6,21.7,14.3,18.4,305.0
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8.0,A6,21.2,13.9,17.9,298.0
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8.0,A6,22.2,15.3,19.1,319.0
